ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP,editeur,verificateur,traducteur,auteur,couverture,nature_de_Papier,n_edition,ISBN,annee_edition,emplacement,collection,BL,FA,theme,image
MES AMIS LES CHEVAUX - SOPHIE THALMANN - T23 - MES AMIS LES CHEVAUX 23 - LE COURAGE DE FELINE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017061366,10,,Percentage,35,81.00, HACHETTE JEUN.,,, THALMANN SOPHIE |  XXX,,,,,26/09/2018,,,,,JEUNESSE,uploads/items/21.jpg
MES AMIS LES CHEVAUX - SOPHIE THALMANN - T31 - MES AMIS LES CHEVAUX 31 - UN SACRE CHANTIER !,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782016288351,10,,Percentage,35,81.00, HACHETTE JEUN.,,, THALMANN SOPHIE,,,,,26/08/2020,,,,,JEUNESSE,uploads/items/22.jpg
"MES AMIS LES CHEVAUX - SOPHIE THALMANN - T34 - MES AMIS LES CHEVAUX 34 - ATTENTION, FELINE !",livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017131212,10,,Percentage,35,81.00, HACHETTE JEUN.,,, THALMANN SOPHIE,,,,,21/04/2021,,,,,JEUNESSE,uploads/items/23.jpg
MES AMIS LES CHEVAUX - SOPHIE THALMANN - T37 - MES AMIS LES CHEVAUX 37 - UNE MEDAILLE POUR MOUSTIQUE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017180104,10,,Percentage,35,81.00, HACHETTE JEUN.,,, THALMANN SOPHIE,,,,,09/02/2022,,,,,JEUNESSE,uploads/items/24.jpg
MES AMIS LES CHEVAUX - SOPHIE THALMANN - T40 - MES AMIS LES CHEVAUX 40 - LA CLAIRIERE ENSORCELEE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017180296,10,,Percentage,35,81.00, HACHETTE JEUN.,,, THALMANN SOPHIE,,,,,02/11/2022,,,,,JEUNESSE,uploads/items/25.jpg
MIRACULOUS - T13 - MIRACULOUS 13 - UNE NOUVELLE HEROINE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017061373,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,12/09/2018,,,,,JEUNESSE,uploads/items/1.jpg
MIRACULOUS - T30 - MIRACULOUS 30 - MISTER BUG ET LADY NOIRE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017128205,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,03/03/2021,,,,,JEUNESSE,uploads/items/2.jpg
MIRACULOUS - T31 - MIRACULOUS 31 - GRAND-PERE D'ENFER,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017145615,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,12/05/2021,,,,,JEUNESSE,uploads/items/3.jpg
MIRACULOUS - T32 - MIRACULOUS 32 - LE PIEGE DU PAPILLON,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017145639,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,02/06/2021,,,,,JEUNESSE,uploads/items/4.jpg
MIRACULOUS - T33 - MIRACULOUS 33 - LA GARDIENNE DES MIRACULOUS,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017145776,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,07/07/2021,,,,,JEUNESSE,uploads/items/5.jpg
MIRACULOUS - T34 - MIRACULOUS 34 - LE NOUVEAU PAPILLON,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017145783,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,08/09/2021,,,,,JEUNESSE,uploads/items/6.jpg
MIRACULOUS - T35 - MIRACULOUS 35 - PRETE A TOUT,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017162155,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,10/11/2021,,,,,JEUNESSE,uploads/items/7.jpg
MIRACULOUS - T36 - MIRACULOUS 36 - MEILLEURES ENNEMIES,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017179832,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,19/01/2022,,,,,JEUNESSE,uploads/items/8.jpg
MIRACULOUS - T37 - MIRACULOUS 37 - LE RETOUR DE MAITRE FU,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017179849,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,09/03/2022,,,,,JEUNESSE,uploads/items/9.jpg
MIRACULOUS - T38 - MIRACULOUS 38 - CHLOE BIS,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017179962,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,11/05/2022,,,,,JEUNESSE,uploads/items/10.jpg
MIRACULOUS - T39 - MIRACULOUS 39 - AMOURS CROISEES,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017179979,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,08/06/2022,,,,,JEUNESSE,uploads/items/11.jpg
MIRACULOUS - T41 - MIRACULOUS 41 - LE SECRET DE MARINETTE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017201984,10,,Percentage,35,81.00, HACHETTE JEUN.,,, XXX,,,,,26/10/2022,,,,,JEUNESSE,uploads/items/12.jpg
NOS VOYAGES DANS L'HISTOIRE - T01 - NOS VOYAGES DANS L'HISTOIRE 01 - ENQUETE A CHAMBORD,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017179900,10,,Percentage,35,81.00, HACHETTE JEUN.,,, CAHOUR/DEROO,,,,,23/03/2022,,,,,JEUNESSE,uploads/items/13.jpg
POKEMON SOLEIL ET LUNE - T02 - POKEMON SOLEIL ET LUNE 02 - BIENVENUE A L'ECOLE POKEMON !,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017034971,10,,Percentage,35,81.00, HACHETTE JEUN.,,, POKEMON |  XXX,,,,,11/10/2017,,,,,JEUNESSE,uploads/items/14.jpg
POKEMON SOLEIL ET LUNE - T19 - POKEMON SOLEIL ET LUNE 19 - ENQUETE AU MONT WELA,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017120469,10,,Percentage,35,81.00, HACHETTE JEUN.,,, POKEMON COMPANY THE,,,,,15/01/2020,,,,,JEUNESSE,uploads/items/15.jpg
LA COMTESSE DE SEGUR - T10 - LA COMTESSE DE SEGUR 10 NED - FRANCOIS LE BOSSU,livres,,,PIECES,5,Brand 1,11,89.00,TVA,20,Inclusive,115.7,10,9782017201953,10,,Percentage,35,89.00, HACHETTE JEUN.,,, SEGUR,,,,,24/08/2022,,,,,JEUNESSE,uploads/items/16.jpg
LA COMTESSE DE SEGUR - T11 - LA COMTESSE DE SEGUR 11 NED - UN BON PETIT DIABLE,livres,,,PIECES,5,Brand 1,11,89.00,TVA,20,Inclusive,115.7,10,9782017202110,10,,Percentage,35,89.00, HACHETTE JEUN.,,, SEGUR/MOTIN,,,,,07/12/2022,,,,,JEUNESSE,uploads/items/17.jpg
LA COMTESSE DE SEGUR - T12 - LA COMTESSE DE SEGUR 12 NED - JEAN QUI GROGNE ET JEAN QUI RIT,livres,,,PIECES,5,Brand 1,11,89.00,TVA,20,Inclusive,115.7,10,9782017214250,10,,Percentage,35,89.00, HACHETTE JEUN.,,, DE SEGUR/MOTIN,,,,,18/01/2023,,,,,JEUNESSE,uploads/items/18.jpg
LA COMTESSE DE SEGUR - COFFRET COMTESSE DE SEGUR - LA TRILOGIE DE FLEURVILLE,livres,,,PIECES,5,Brand 1,11,267.00,TVA,20,Inclusive,347.1,10,9782017128120,10,,Percentage,35,267.00, HACHETTE JEUN.,,, SEGUR |  XXX,,,,,30/09/2020,,,,,JEUNESSE,uploads/items/19.jpg
LE CLUB DES CINQ JUNIOR - T12 - LE CLUB DES CINQ JUNIOR 12 - LA CHIENNE FUGUEUSE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017180555,10,,Percentage,35,81.00, HACHETTE JEUN.,,, BLYTON ENID,,,,,31/08/2022,,,,,JEUNESSE,uploads/items/20.jpg
LE CLUB DES CINQ JUNIOR - T07 - LE CLUB DES CINQ JUNIOR 07 - UNE JOURNEE MOUVEMENTEE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017061328,10,,Percentage,35,81.00, HACHETTE JEUN.,,, BLYTON ENID |  XXX,,,,,26/09/2018,,,,,JEUNESSE,uploads/items/21.jpg
LE CLUB DES CINQ JUNIOR - T04 - LE CLUB DES CINQ JUNIOR 04 - UNE COURSE INFERNALE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782016271247,10,,Percentage,35,81.00, HACHETTE JEUN.,,, Claudia Malacrida  |  BLYTON ENID |  XXX,,,,,10/01/2018,,,,,JEUNESSE,uploads/items/22.jpg
LE CLUB DES CINQ - T28 - LES CINQ 28 NED - LES CINQ ET LE GALION D'OR,livres,,,PIECES,5,Brand 1,11,89.00,TVA,20,Inclusive,57.85,10,9782017203919,10,,Percentage,35,89.00, HACHETTE JEUN.,,, BLYTON ENID,,,,,07/12/2022,,,,,JEUNESSE,uploads/items/23.jpg
LE CLUB DES CINQ - T22 - LES CINQ 22 NED - LES CINQ SONT LES PLUS FORTS,livres,,,PIECES,5,Brand 1,11,89.00,TVA,20,Inclusive,57.85,10,9782017132134,10,,Percentage,35,89.00, HACHETTE JEUN.,,, BLYTON ENID |  VOILIER CLAUDE,,,,,25/08/2021,,,,,JEUNESSE,uploads/items/24.jpg
LE CLUB DES CINQ - T29 - LES CINQ NED 29 - LES CINQ ET LA STATUE INCA,livres,,,PIECES,5,Brand 1,11,89.00,TVA,20,Inclusive,57.85,10,9782017204039,10,,Percentage,35,89.00, HACHETTE JEUN.,,, VOILIER/AUREN,,,,,22/02/2023,,,,,JEUNESSE,uploads/items/25.jpg
LE CLUB DES CINQ JUNIOR - T01 - LE CLUB DES CINQ JUNIOR 01 - UN APRES-MIDI BIEN TRANQUILLE...,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017020783,10,,Percentage,35,81.00, HACHETTE JEUN. |  BB ROSE VERTE,,, BLYTON-E |  BLYTON ENID |  XXX,,,,,22/03/2017,,,,,JEUNESSE,uploads/items/1.jpg
MES AMIS LES CHEVAUX - SOPHIE THALMANN - T41 - MES AMIS LES CHEVAUX 41 - UN HEROS AU BOUT DU ROULEAU,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017180364,10,,Percentage,35,81.00, HACHETTE JEUN.,,, THALMANN SOPHIE,,,,,15/02/2023,,,,,JEUNESSE,uploads/items/2.jpg
DESTINS DE CHAMPIONS - T01 - DESTINS DE CHAMPIONS 01 - UNE BIOGRAPHIE DE KYLIAN MBAPPE,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017204046,10,,Percentage,35,81.00, HACHETTE JEUN.,,, COLLOT/CAIOLI,,,,,01/03/2023,,,,,RELIGION,uploads/items/3.jpg
LOLIROCK - T37 - LOLIROCK 37 - LA MEILLEURE DES ENNEMIES,livres,,,PIECES,5,Brand 1,11,81.00,TVA,20,Inclusive,52.65,10,9782017214359,10,,Percentage,35,81.00, HACHETTE JEUN.,,, MARATHON MEDIA,,,,,22/02/2023,,,,,JEUNESSE,uploads/items/4.jpg
LES INCOLLABLES - MA PREMIERE ARDOISE - CHIFFRES,livres,,,PIECES,5,Brand 1,11,106.00,TVA,20,Inclusive,137.8,10,9782809682342,10,,Percentage,35,106.00, PLAY BAC,,, XXX |  PLAYBAC EDITIONS,,,,,08/02/2023,,,,,PARASCOLAIRE,uploads/items/5.jpg
LES INCOLLABLES - MA PREMIERE ARDOISE - MAJUSCULES,livres,,,PIECES,5,Brand 1,11,106.00,TVA,20,Inclusive,137.8,10,9782809682359,10,,Percentage,35,106.00, PLAY BAC,,, XXX,,,,,08/02/2023,,,,,PARASCOLAIRE,uploads/items/6.jpg
DR. STONE - TOME 03 - DEUX MILLIONS D'ANNEES EN LIEU SUR,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344031711,10,,Percentage,30,96.00, GLENAT,,, INAGAKI RIICHIRO |  XXX |  INAGAKI/BOICHI,,,,,03/10/2018,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/7.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 01 - SON GOKU ET SES AMIS,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723434621,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA-A |  TORIYAMA AKIRA |  XXX,,,,,15/02/2010,,,,,THÈME NON PRÉCISÉ,uploads/items/8.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 02 - LES DRAGON BALLS SONT EN DANGER !,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723434638,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA-A |  TORIYAMA AKIRA |  XXX,,,,,15/02/2010,,,,,THÈME NON PRÉCISÉ,uploads/items/9.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 05 - LA TERRIBLE MUSCLE TOWER,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723434669,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA-A |  TORIYAMA AKIRA |  XXX,,,,,15/02/2010,,,,,THÈME NON PRÉCISÉ,uploads/items/10.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 06 - LA GROSSE ERREUR DE BULMA !!,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723434676,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA-A |  TORIYAMA AKIRA |  XXX,,,,,15/02/2010,,,,,THÈME NON PRÉCISÉ,uploads/items/11.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 07 - VOUS ETES POURSUIVIS PAR LE COMMANDANT BLUE !!,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723446877,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA-A |  TORIYAMA AKIRA |  XXX,,,,,15/02/2010,,,,,THÈME NON PRÉCISÉ,uploads/items/12.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 33 - LE DEBUT DU CELL GAME,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723449304,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,15/02/2010,,,,,THÈME NON PRÉCISÉ,uploads/items/13.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 38 - LE DUEL FATIDIQUE SON GOKU CONTRE VEGETA,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723449359,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,24/05/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/14.jpg
"DRAGON BALL - EDITION ORIGINALE - TOME 39 - ADIEU, GUERRIER A LA FIERTE INEGALEE",livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723449366,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,24/05/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/15.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 40 - LA DERNIERE ARME SECRETE DE L'ARMEE TERRIENNE !!,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723449373,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,24/05/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/16.jpg
"DRAGON BALL - EDITION ORIGINALE - TOME 41 - COURAGE, SUPER GOTENKS",livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782723449380,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,24/05/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/17.jpg
DRAGON BALL - EDITION ORIGINALE - TOME 42 - BYE BYE DRAGON WORLD,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723449397,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,24/05/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/18.jpg
DRAGON BALL SUPER - TOME 01,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782344019887,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA+TOYOTARO |  TORIYAMA AKIRA |  XXX |  TORIYAMA/TOYOTARO,,,,,05/04/2017,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/19.jpg
DRAGON BALL SUPER - TOME 02,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782344023181,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA+TOYOTARO |  TORIYAMA AKIRA |  XXX |  TORIYAMA/TOYOTARO,,,,,05/07/2017,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/20.jpg
DRAGON BALL SUPER - TOME 03,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344027554,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA AKIRA |  XXX |  TORIYAMA/TOYOTARO,,,,,24/01/2018,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/21.jpg
DRAGON BALL SUPER - TOME 04,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344030035,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA AKIRA |  XXX |  TORIYAMA/TOYOTARO,,,,,04/07/2018,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/22.jpg
DRAGON BALL SUPER - TOME 05,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344031766,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA AKIRA |  XXX |  TORIYAMA/TOYOTARO,,,,,14/11/2018,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/23.jpg
DRAGON BALL SUPER - TOME 06,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344033623,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA AKIRA |  TORIYAMA/TOYOTARO,,,,,06/02/2019,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/24.jpg
DRAGON BALL SUPER - TOME 07,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344036327,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,02/05/2019,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/25.jpg
DRAGON BALL SUPER - TOME 09,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344038826,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,20/11/2019,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/1.jpg
DRAGON BALL SUPER - TOME 10,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344041291,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,05/02/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/2.jpg
DRAGON BALL SUPER - TOME 11,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344043264,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,01/07/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/3.jpg
DRAGON BALL SUPER - TOME 12,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344044438,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,04/11/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/4.jpg
DRAGON BALL SUPER - TOME 13,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344046432,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,03/02/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/5.jpg
DRAGON BALL SUPER - TOME 14,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344048627,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,07/07/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/6.jpg
DRAGON BALL SUPER - TOME 15,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344049006,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,10/11/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/7.jpg
DRAGON BALL SUPER - TOME 16,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344051962,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,02/03/2022,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/8.jpg
DRAGON BALL SUPER - TOME 17,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344053706,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,06/07/2022,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/9.jpg
DRAGON BALL SUPER - TOME 18,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344055663,10,,Percentage,30,96.00, GLENAT,,, TORIYAMA/TOYOTARO,,,,,02/11/2022,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/10.jpg
DRAGON BALL Z - 1RE PARTIE - TOME 01 - LES SAIYENS,livres,,,PIECES,5,Brand 1,11,108.00,TVA,20,Inclusive,75.6,10,9782723457897,10,,Percentage,30,108.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,16/04/2008,,,,,THÈME NON PRÉCISÉ,uploads/items/11.jpg
DRAGON BALL Z - T06 - DRAGON BALL Z - 2E PARTIE - TOME 01 - LE SUPER SAIYEN/LE COMMANDO GINYU,livres,,,PIECES,5,Brand 1,11,108.00,TVA,20,Inclusive,75.6,10,9782723467964,10,,Percentage,30,108.00, GLENAT,,, TORIYAMA |  TORIYAMA AKIRA |  XXX,,,,,07/01/2009,,,,,THÈME NON PRÉCISÉ,uploads/items/12.jpg
ONE PIECE - EDITION ORIGINALE - TOME 01 - A L'AUBE D'UNE GRANDE AVENTURE,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782723488525,10,,Percentage,30,96.00, GLENAT,,, ODA |  ODA EIICHIRO |  XXX,,,,,03/07/2013,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/13.jpg
ONE PIECE - EDITION ORIGINALE - TOME 02 - LUFFY VERSUS LA BANDE A BAGGY !!,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782723489898,10,,Percentage,30,96.00, GLENAT,,, ODA |  ODA EIICHIRO |  XXX,,,,,03/07/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/14.jpg
ONE PIECE - EDITION ORIGINALE - TOME 03 - UNE VERITE QUI BLESSE,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782723489904,10,,Percentage,30,96.00, GLENAT,,, ODA |  ODA EIICHIRO |  XXX,,,,,03/07/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/15.jpg
ONE PIECE - EDITION ORIGINALE - TOME 04 - ATTAQUE AU CLAIR DE LUNE,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782723489911,10,,Percentage,30,96.00, GLENAT,,, ODA |  ODA EIICHIRO |  XXX,,,,,03/07/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/16.jpg
ONE PIECE - EDITION ORIGINALE - TOME 05 - POUR QUI SONNE LE GLAS,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782723489928,10,,Percentage,30,96.00, GLENAT,,, ODA |  ODA EIICHIRO |  XXX,,,,,03/07/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/17.jpg
ONE PIECE - EDITION ORIGINALE - TOME 06 - LE SERMENT,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,134.4,10,9782723489935,10,,Percentage,30,96.00, GLENAT,,, ODA |  ODA EIICHIRO |  XXX,,,,,03/07/2013,,,,,THÈME NON PRÉCISÉ,uploads/items/18.jpg
